id,text,title,rating,trip_type,location_id
893989889,"Pub and bar hopping down and around Rue Saint Denis in the Les Halles District my twin brother Stephen and I dropped into Hall's Beer Tavern ,been here many times over the many years I've visited Paris ,always had a great time and so it proved of our latest visit .
I love the look of this tavern ,it's so inviting ,exposed brickwork ,dark wood features ,big screens to enjoy the sport ,wonderful decor and furnishings ,a cool looking serving bar and lots of seating options both inside and outside looking out onto the busy and bustling Rue Saint Denis.
We were here on a Thursday night and this tavern was really busy ,we ordered a couple of local beers ,these were served in tip top condition being iced cold and sparkling and as an added bonus on the happy hour so prices were good ,we kicked back ,chilled out and soaked up the great vibe in this very busy and popular tavern.
I must say the beers served in here are really good ,light,hoppy and bursting with taste ,just so easy to drink ,it was just so good being in such a great tavern enjoying a really good beer and sat with my twin brother Stephen who is the best beer companion in the world.
We both really enjoyed our beers in here before we moved on and although our visit was only fleeting as on every previous visit to Hall's Beer Tavern we had a great beer experience .
Hall's Beer Tavern is easy to locate along Rue Saint Denis ,a street and area teeming with pubs,bars ,cafés and restaurants ,a really popular area of the city of light.
Opening hours are;
Monday ,3pm till midnight.
Tuesday to Saturday,11am till 2am.
Sunday,3pm till midnight.
A great tavern to most definitely check out if you're in the area.
HAPPY HOUR,3pm till 9pm,Monday to Thursday ( I think ) .",Another great visit ,5,Friends getaway,1392663
883195036,"Hall's Beer Tavern on Rue Saint-Denis is an excellent tavern that offer a brilliant range of beers and was one of the busiest places we visited in this excellent area of Paris.We have visited this brilliant tavern many times over the year's and it's just as good now as it was many years ago when we first visited this superb tavern.
Hall's Beer Tavern has an excellent interior with a superb lived in look and feel with lots of interesting fixtures and features and lots of good seating area's and was absolutely rammed when we went here and we where so lucky getting a table.We visited during a happy hour and the beers where so cheap especially for this area of Paris.
When we visited here we had a few pints of there house beer which where superb and were only five euros a pint.This is a brilliant tavern in a superb area of Paris and is very easy to find from Châtelet metro stop it's a minutes walk.(This is my first review of Halls Beer Tavern).
Opening Hours. 
Monday-15.00-00.00.
Tuesday-Saturday-11.00-02.00
Sunday-15.00-00.00.
Public Transport. 
Metro Stop. 
Châtelet metro stop. 
 ",Superb Beer Range On The Happy Hour. ,5,Friends getaway,1392663
985179467,"Expected a bit more from the reviews, place was full of students and tourists, doing a great trade but a shame the staff seemed overwhelmed and a bit unwelcoming. Ordered French onion soup and entrecôte steak. Soup was fine, a little thin, and missing a trick with the finish, felt more thrown together than as if made by someone who cared. Steak was underwhelming. Overcooked and not a very nice piece to begin with. Should not sell as entrecote - steak frites would be more accurate (expectation vs reality). If pitched as a homestyle meal in a fun and packed bistro it would be a great vibe and a hearty bite, but as it is positioned now it fell short of expectation. Not cheap eats either, but priced just right to appeal to international students and tourists, who we were surrounded by this night (we were contributing to the tourist quota). Good place to go for a quick eat if you are happy to lower your expectations a bit and can handle the touristic location and what that brings. But if you are looking for a solid dining experience on a Paris trip, probably not here I am sad to say.",Expectation vs reality,3,Couples,10305561
985178936,Reasonably priced & fast service. I ordered escargot for entrée & duck as main dish. The food was pleasantly tasty - although not the best I’ve had in Paris. A very popular place & can get quite crowded. There seemed to be many tourists when we were dining. Would recommend if you’re looking for reasonably priced French cuisine with fast service  in the area.,Busy restaurant with lots of tourists. Reasonably priced & fast service,4,Couples,10305561
977095568,"Location is quite strategic. Friendly staffs with affordable price as well. French onion soup is perfect for a rainy day to warm yourself up!

Missed out to get a dessert as we are already full at the moment. Definitely will go back and try out their dessert on the next visit.",Great restaurant near the Eiffel Tower with reasonable prices,5,Solo travel,10305561
968781472,Great little restaurant on avenue Kléber near the 6 line metro Bossier. I ordered the duck confit which was delicious and left ne wanting more. Despite being packed the wait staff was attentive and provided good service,Neighborhood gem,4,Solo travel,10305561
967071208,"We had a brilliant lunch here after a stressful journey through Paris! Follies cheered us right up. My children ate - and enjoyed - their first ever Caesar salad, I was treated to a fish fillet with ratatouille and my husband had slow-cooked pork. The food was very good value and delicious, and also arrived quickly. We sat outdoors under the awning and soaked up the Paris atmosphere. Thanks for a great experience!",Delicious and relaxing family lunch on the terrace in Paris,5,Family,10305561
972201333,This is a prefect neighborhoods gem in Paris. Thibaut was a wonderful host introducing us to French wine and food. Well worth a visit!,Paris Wine bar -hang with the locals,5,Couples,6651933
689073711,"We went to this place for wine with some appetizer after work.  They have a good selection of wine, cheese and some meat.  It is quite relaxing and enjoyable to stop by here for some drink after work.  I love this place.",My favorite place for wine and various appetizer,5,Business,6651933
660412348,"Stopped in here for a bottle of wine so glad we did.  We asked for a bottle of Bordeaux and it was the best we had ever tasted.  We noticed the locals were in having wine and cheese or nibbles so decided to pop in the next day and had cheese and champagne and just sat and talked and just chill out.  We enjoyed it so much that we went in the following day and had cheese cold meat and wine.  The gentleman that served us was extremely friendly and funny and he new his wine.  He said his name was George not sure if was playing with us with his name but didnt care as he new his stuff and made us feel extremely welcome.  Will definitely return as we think this is what paris is about enjoying good food, wine, company and just chilling out.",Fantastic find,5,Couples,6651933
506090780,"Room very tied for a family of 4, I enjoyed the breakfast and I do appreciate Anne-Marie the women who served us, so corporate and friendly.....",Pierre,4,Family,6651933
291779979,"If you are looking for a good place to chill, taste good French wine and enjoy cheese and cold meats, this is the place for you!

Amazing hosts and great atmosphere.

Highly recommend!",Amazing wine and cheese!,5,Friends getaway,6651933
971111197,"Authentic Vietnamese restaurant in Paris 14, we had a pleasant evening at this restaurant with very good Vietnamese food,  we had tried cameralized fish which is so closed to home taste, debonned duck and beef plate very good. 
But the star is sweet soup , restaurant specialty ,  we cleaned the plate ! 
Amazing host , even the owner’s wife come to greet us. 
Thank you our hosts for amazing evening with good food and company 
We will be back .",Amazing authentic Vietnamese restaurant Paris 14,5,Couples,786474
654447280,This was one of the most pleasant surprizes ever. Went with my wife to look for a restaurant to have lunch. And we found this restaurant. What an amazing atmosphere and food. Highly recomended. 100% we will return.,Perfect for lunch. Excelent. One of the best asian food.,5,Couples,786474
654373467,Genuine affordable vietnamese with just the right selection of dishes and most friendly service. A nice voyage.,genuine and sincere,4,Solo travel,786474
639512353,Escale à Saïgon is a perfect choice if your are looking for Asian food in the area. The service is fast and effective. The restaurant gets busy very quickly so it is best to book in advance.,Good Vietnamese food - Good choice in the area,4,Solo travel,786474
479517923,"We had a delightful meal here. Having just been in Vietnam a year ago, we were looking forward to some good Vietnamese cuisine and Escale a Saigon did not disappoint. We started with pork dumplings which were wonderful - served on a bed of bean sprouts and crispy onions. Our mains were the Chef’s Marmite - a bowl of spicy rice with a variety of meats and the Shrimps with Spicy Sauce along with noodles. The spicy sauce is full of red hot chilies so having the rice to dilute some of the fire was perfect. I love spicy food and this was perfect. If you are from the States and eating at this restaurant, bring cash. They currently do not accept cards that do not have both a chip and PIN.",Excellent Vietnamese cuisine! We were just in Vietnam-the food here took us right back!,5,Couples,786474
926165839,"Had a problem with the cooking oil or one of the ingredients (not chilli, though, as I am used to hot food). Spend the night awake.",Problem with one ingredient,1,Solo travel,14139440
854471508,"I actually ordered dumplings and sheng jian bao's from here when I decided to stay in my hotel room one day, and the delivery was smooth. The food was super fresh and warm when it arrived and boy was it authentic! I think the portion vs price is very fair and the taste was definitely on point. It's hard to come across restaurants that actually do Sichuan cuisine right like this. This actually tasted like home because my mom is from Sichuan and I've been there a lot of times. The dumplings kind of tasted like how my mom would make them too, it's amazing. As for the sheng jian bao's, I've never had them before even if I've been to Shanghai but what I can say is that they were also really good! They also do a fair amount of filling in the bao's unlike a lot of other places that are kind of stingy with the meat filling, so that's another good thing. The bao wrappers are thick enough to have a solid bite but not too thick, it was just right. Do watch out though when you bite into one, cuz the juice could sort of spill if you're not careful (yes it happened to me).
Overall, I highly recommend this place if you want an authentic experience!",Highly recommended!,4,NONE,14139440
839350609,"Excellent sheng jian bao …crispy bottom with lots of meSt filling and juice that you slurp up with a mini straw…4 for 6 euros and they also have vegetarian ones.

No tables inside with about 6 tables outside so do takeout. We had their jia jiang noodles and it came with a broth which is unusual. Not you traditional jia jiang main but okay for 11.9 euros

When we return we want just the sheng jian bao.  Absolutely awesome buns",Outstanding crispy bottom buns with lots of meat and juice inside,5,NONE,14139440
816203847,"Great noodles and dumplings specialty restaurant. Nothing much to say about food, place in small and has this opened kitchen atmosphere and a view on Notre Dame.",Good noodles & dumplings,5,Couples,14139440
764952358,"Good Service, friendly staff, fast and delicious! 
Travel to Asia from the heart of Paris.
Highly recommend.","Good Service, friendly staff,",5,NONE,14139440
983515259,Very good and inexpensive Japanese restaurant with a large menu and good service.  This restaurant is family-owned and run.,Very good and inexpensive Japanese restaurant,4,Couples,786490
491446548,"At night, untrained and indifferent Korean help served ordinary sushi, etc.
Lunchtime maybe better. In any case food is bottom end.",Avoid.,1,Solo travel,786490
286423855,"Yamato make decent Japanese food at a very good price. I often stop here to grab some sushi to take away on my way home, and the food is always good.

Menu contains what you normally get in a Japanese restaurant in Paris, nothing out of the ordinary, but all of the favourites are there.

Decor is not the most exciting, but the food is good quality and great value, so probably a better choice for takeout than sitting in.","Decent Japanese, great for takeout",4,Couples,786490
264243097,"Very good food.  Great value!! Nice little japanease restaurant, meals come with great Miso soup and asian salad. Great service.","Wow, Great place!",5,,786490
234671638,"Offers a wide range of mens at prices which looked reasonable. However, we decided to order l-la-carte, which is significantly more expensive. 

In all we ordered steamed soya beans, a selection of nigiri sushi (tuna, salmon, eel, dorada) and a selction of grilled skewers ( chicken, duck, courgette). Quality was OK. But I was a little surprised that everying turned up at the same time.  Splitting into one course fo sushi and one of grilled food, would have been much nicer. 

Service was OK. The price was 40 Euros per person including a couple of beers. I don't think I will go back, since there are so many restaurants in this area to try.","OK, but nothing special",3,Business,786490
984798265,"I would highly recommended  this restaurant  for louis  vuitton experience.. posh & elegant location,  lovely food Excellent service especially  to Jules ( i think he is the manager) who gave us birthday  chocolate  to take home in a LV box & bag as i  broke the other one, i was surprised 😍

Highly  Recommended.. i would do it again if given a chance ❤️❤️❤️",😍Highly Recommended ❤️🩷💜,5,Couples,27131984
973795805,"Love the texture and cake and chocolate was amazing experience l. Been here twice and still wanted to come back. Great service. You also can shop and great to hang out. 
This option date was since September and  October 2023. I apologize for the late date cause the option it’s only up to Nov 2023",Ilokano and Cavitenā Travel,5,Family,27131984
970321229,"What a truly wonderful birthday experience. My husband surprised me with a trip here for my birthday and it didn’t disappoint.
The food was exquisite and the service exceptional. When we attended they still had the summer cocktails which were a hit, a really lovely place for a special occasion.",What a treat 🩷,5,Couples,27131984
960679358,"Outrageous menu.

. I ordered a “barista creation beverage”, which appeared to be a very delicious and unique beverage. It ended up being a regular hot chocolate, not to say, I have had better. Price: Eur 16

. The ambience is ok, but there are a lot of classy cafes in Paris better than this.",Not worthy,1,Family,27131984
958166978,"After seeing the place on Tiktok, I decided to book a belated birthday meal with my sister. I have to say we were really amazed by the service and quality of the food. We got the lobster ravioli which was subime. There was also unlimited bread (that came from a special LV trunk bread trolley!)  The butter also had the LV flower printed on it.
There was a lot of attention paid to the branding on all the plates and crockery which was lovely. We were also given a fantastic table by the window overlooking the river Seine.

We of course had to try the LV branded cakes and pastries - they were some of the best we had ever eaten! Lots of folks taking pics for the gram as the surroudings were so aesthetic. Will highly recommend!",Birthday lunch overlooking the Seine,5,Family,27131984
569147592,"We know so little about Portuguese cuisine, so no comments on authenticity. But the seafood dishes were great! The appetizer sausages were excellent, too. Too bad that they were out of stuffed calamari! 3 min walk from the Mk2 movie theaters. A perfect pre-movie dinner spot.",Almost perfect ,4,Family,1015890
406969272,"The mother is in the kitchen, the daughter is managing the floor, the father is serving and holding the bar... If you want to be in Portugal for one meal, a good place to be in the neighborhood. Nothing exceptional but a solid local place.

",Family Portuguese restaurant,4,Couples,1015890
241065157,"Typical Iberian structure, the restaurant is behind the bar.
Don't care, the meals served are so authentic as in Lisbone or Porto. With some classical starters from de sea and greats dishes from ""bacalho"" but also  a very tender ""Côte de Beuf"" for two.
My special choice.: ""Porco a la Alentejana"".
Good wines from Portugal, let as for the better for your dish.
You can have all of that if you reach to find ""rue Domremy"" what is no so easy because if the strange structure of the ""Bibliotheque National"" quarter. Take a map and don't come with your car, parking in this quarter are very chip.",Si vous voulez un portugais authentique.....,4,Couples,1015890
15421890,"Not THAT much portuguese, for the pasteis de nata and all real portuguese dishes you have to wait friday and/or sunday. The owner is really kind though","Not THAT much portuguese, for the pasteis de nata and all real portuguese dishes you have to wait friday and/or sunday...",2,,1015890
818398488,"I loved my time in med eat. Good food quality, tasty, not expensive at all. The welcome is great and there is so much choice.","Well presented, not expensive, quality food. All good!",5,Solo travel,21340250
980424003,"Cannot get a table at 8pm on a Saturday evening because this restaurant does two servings on Saturday nights, either 7pm which is too early for Parisians plus you get thrown out before 9pm and the second serving at 9pm which is far too late to eat, greed before customer, boycott every restaurant that does two servings",greed before customer,1,Business,778352
978511055,Excellent formule lunch. Very pleasant atmosphere and ambiance. A real find in Paris 13 off Av des Gobelins down the side street from Monoprix,Super formule lunch in a very pleasant ambiance,5,Couples,778352
966462607,"We visited this spot based on favorable reviews and enjoyed a lovely meal here.  We started with coupes de champagne followed by gazpacho for my husband and foie gras for myself.  The plat du jour was a lamb stew which we both ordered, accompanied by fine dishes of mashed and dauphine potatoes.  We shared a pichet of wine which went well with the lamb.  No dessert as the portions are generous.  We found the prices reasonable and the English speaking staff very nice.  The restaurant was a bit off the beaten path from where we were staying but a pleasant quiet neighborhood.  A very nice experience.",Good Food In A Cute Setting,5,Couples,778352
966363337,"Extremely disappointed by the food and service. You can find a much better meal for less in the neighborhood. I Had a mediocre piece of meat with what tasted like a very industrial ""sauce au poivre"". The dessert : pavlova, was simply bad and much too sweet. I don't understand the positive reviews and don't recommend.",Very disappointing food,2,Business,778352
913052060,"We had booked and initially sat outside. It started to rain and there was no problem to move inside.  The service was very friendly, relaxed and efficient.  We ordered veal with olives and tomatoes (x2), fillet steak and rack of lamb with sides of mash, croquettes potatoes and green beans.  The food was extremely tasty, the meat and associated sauces had amazing depth of flavour and the mash was outstanding, beans perfectly cooked.  Lovely authentic food, cooked from the heart.",Lovely authentic cooking,5,Family,778352
955550703,I was so pleased to find this little gem so close to my hotel. This creperie is tucked away and not an obvious walk in. The high review ratings on this site were spot on. My savory galette and dessert crepe were delicious and the staff were charming. Will return.,Delightful,5,Solo travel,10133628
749001485,"A tiny, typical creperie with delicious and reasonably priced dishes. All the crepes are home made from scratch. Since the place has only few tables, it can be hard to find a place. Don’t forget to try the kir breton before your meal.",A tiny and very typical creperie,5,Family,10133628
687071395,"I took the goats cheese with salad special crepe and was rather glad I did, €10.50 and was delicious. The house wine is lovely and full bodied at €3.80 and I just couldn’t resist sitting outside such a cute restaurant on a lovely Parisian summers evening so I also went for the citron cream crepe for dessert for €4.50 and I’m rather glad I did. And to top it all off the waitress was a dream!! Such a lovely solo evening ","Delicious crepes, great house rouge and a lovely relaxed ambience ",5,Solo travel,10133628
675533615,Our crepes were lovely! This place is tiny but really cute with loads of character. The menu is in French which as someone who doesn't speak any and has never been before was a bit confusing but the lady serving us explained it to us. I'd really recommend it.,Great crepes and very cute little place,5,Couples,10133628
674797447,"The size is never an indication of value. This small creperie (9-10 table in a very small but old fashioned space) is really the expression of the tradition of the Bretagne and an exhibition of good taste. Very close to Porte de Versailles, hidden in a small street this nice place gave myself a great pleasure. Test the crepe with goat cheese, walnuts and honey. I'll return there for sure.",Top,5,Business,10133628
940011702,"A great place to stop to eat with a bunch of food options. It's a vegan restaurant with a ton of different cuisines available, from hot dogs to sushi. And it was all delicious!",A hidden gem,5,Couples,24133765
851523462,"Daughter loves sushi and so we decided on a Japanese dinner.  We saw an all you can eat option and went for it.  Strictly it's not all you can eat as you are restricted to 3 rounds of 5 dishes per person but if you can eat more than that you must have some capacity, especially as some of the maki rounds had 8 pieces!  We certainly couldn't .  We were full after the second round.

Now often, these offers bring average to good food but here it was very good.  The sushi was excellent but so was the brochette de boeuf.  I love tempura and the prawns were done to perfection.

They sell wine by the pichet which is incredible value and we enjoyed the red.

Service is excellent too.  We ate late and we could see staff leaving but our team stayed on to see us out.  I bet they were really happy when we said we couldn't make a third round!

If we ever visit Bercy again we shall certainly go back here.",Quantity with quality,5,NONE,17531015
886334237,We visited several times for breakfast. I had a pear danish both times as the first one was just so good. We also bought a baguette for dinner which was excellent,You should try the pear danish,5,Couples,23552139
873773257,Fresh and authentic mexican food with some creativity. Flavors are very delicate and it is a real good experience. Definitively a place to visit !,Incredible Mexican food,5,NONE,25149583
870483734,"Very nice place. Good typical Mexican dishes, with a Parisian touch. Tortillas were the best, and micheladas were great to start with the night!",Nice cozy Mexican diner,4,Friends getaway,25149583
869350737,"We thoroughly enjoyed our experience at Comer Paris during opening week! We have been fans of Carlos Moreno’s cooking at pop ups during our time living in Paris so were thrilled to learn he was opening his own space. As American expats it’s hard to find quality Mexican flavors that we crave.  Comer absolutely delivers in quality and ambiance. The atmosphere is very convivial sitting at comfortable high top communal tables in a small but brightly decorated room.  There is an intimacy as well because of the open kitchen where we can see the chef doing his own cooking.  The natural wines were chosen to compliment the meal.  As for the food, we were highly pleased as usual.  The meats and sauces always shine but an unexpected standout dish was the leeks served over a creamy cheese accented with Mr. Moreno’s house made salsa macha.  A perfectly composed plate!  And you can’t go wrong with the spiced homemade brownie.  Fantastic. The small service staff is friendly and knowledgeable.  We are looking forward to our next visit.","Excellent meal, fabulous flavors",5,Family,25149583
929043002,"This a must go for any burger lover. Fresh made to order burgers and fries that cost less than a coffee at any cafe in Paris.
The menu is small, a choice of 5 burgers that can be customizes and 4 ways to order fries, but you will want to try them all after your first visit",5 star burger a low cost,4,Solo travel,17424534
915833469,"Tasty burguer and great fries, the service is super efficient and my food was ready in literally 5 minutes. Tip: the curry fries are a must!","Super efficient, tasty and great prices",5,Solo travel,17424534
893924073,"You won't find a cheaper burger in Paris; you can request a vegetarian version of every burger! But the price follows the quality, and it's not necessarily the best burger. Similarly, the welcome at lunchtime isn't always very friendly because the restaurant is so crowded.",Cheapest burger in Paris,3,Business,17424534
885605777,"I had already heard of ""Mangez et Cassez-Vous !' on social media on restaurants review accounts for their impressive quality-price ratio and their tasty burgers. I tried it with my family in October 2022 and the experience was as positive as in the videos. It's around 3€ for each burgers on the menu, which is a perfect price for students, especially in Paris where the prices are in many restaurants high, the menu is diverse and dishes are tasty (their cheddar french fries are clearly to try one time in your life) and everything is homemade ! The restaurant in terms of decoration and architecture is original and fun : it's like you're in a wooden hut, I remember a board where there were written something like ""free for life to these persons"" and then they listed famous people on it that they love. This was funny. To finish, the staff were kind, harworkers and organised, nothing to say. The only negative point of the restaurant is that it's nearly full at every hour, this is due to the low prices obviously. I recommend this restaurant to all people for who it doesn't mind waiting 20/30 minutes for a quality meal.","My Experience trying ""Mangez et Cassez-Vous !' after seeing it on social media.",5,NONE,17424534
861103484,Delicious food for a super small price! Payed 6 euros for a burger and cheese fries. My friend tried the spicy paprika ones and they are to die for! 10/10 would go again,Amazing!,5,Friends getaway,17424534
919439425,"A real slice of traditional glamour in the middle of an area full of bars and culture. A short walk to the Louvre and Notre Dame. We even walked to the Eiffel Tower from the hotel. Breakfast was excellent with lots of patisseries, meats and cheeses on offer. Service was excellent and very friendly. If you’re looking for somewhere intimate and quiet for cocktails then this is the place - we had some delicious ones at the end of our evening. Room was very spacious and lots of lovely smelling creams and washes in the bathroom. Very comfy bed and our room was super quiet considering how many bars were nearby. 

Would have been 5 stars but we didn’t get our free welcome drink.",A traditional slice of glamour,4,Couples,11698332
